Crop,Crop_Year,Season,State,Area,Production,Annual_Rainfall,Fertilizer,Pesticide,Yield
Sweet potato,2011,Whole Year ,Tamil Nadu,390,7991,926.5,65332.8,128.7,20.57238095
Tapioca,2011,Whole Year ,Tamil Nadu,105350,3967751,926.5,17648232,34765.5,37.77344828
Tobacco,2011,Whole Year ,Tamil Nadu,2868,8205,926.5,480447.36,946.44,2.648333333
Turmeric,2011,Whole Year ,Tamil Nadu,67246,368413,926.5,11265049.92,22191.18,5.563793103
Urad,2011,Whole Year ,Tamil Nadu,308263,178816,926.5,51640217.76,101726.79,0.663333333
Arecanut,2012,Kharif     ,Andhra Pradesh,581,365,968.7,87614.8,180.11,1.453333333
Arhar/Tur,2012,Kharif     ,Andhra Pradesh,480000,251000,968.7,72384000,148800,0.5885
Bajra,2012,Kharif     ,Andhra Pradesh,60000,100000,968.7,9048000,18600,1.483636364
Bajra,2012,Rabi       ,Andhra Pradesh,7000,11000,968.7,1055600,2170,1.4
Cashewnut,2012,Kharif     ,Andhra Pradesh,121782,33048,968.7,18364725.6,37752.42,0.278181818
Castor seed,2012,Kharif     ,Andhra Pradesh,208000,105000,968.7,31366400,64480,0.764
Coconut ,2012,Whole Year ,Andhra Pradesh,99825,1670659000,968.7,15053610,30945.75,14794.63
Coriander,2012,Kharif     ,Andhra Pradesh,1109,717,968.7,167237.2,343.79,0.575
Coriander,2012,Rabi       ,Andhra Pradesh,7528,4534,968.7,1135222.4,2333.68,0.723333333
Cotton(lint),2012,Kharif     ,Andhra Pradesh,2402000,5600000,968.7,362221600,744620,2.440454545
Cowpea(Lobia),2012,Kharif     ,Andhra Pradesh,5000,2000,968.7,754000,1550,0.4
Cowpea(Lobia),2012,Rabi       ,Andhra Pradesh,18000,17000,968.7,2714400,5580,1.0425
Dry chillies,2012,Kharif     ,Andhra Pradesh,160000,581000,968.7,24128000,49600,2.63
Dry chillies,2012,Rabi       ,Andhra Pradesh,44000,175000,968.7,6635200,13640,3.632142857
Ginger,2012,Kharif     ,Andhra Pradesh,702,2587,968.7,105861.6,217.62,6.5525
Ginger,2012,Rabi       ,Andhra Pradesh,1,8,968.7,150.8,0.31,8
Gram,2012,Rabi       ,Andhra Pradesh,681000,762000,968.7,102694800,211110,1.322
Groundnut,2012,Kharif     ,Andhra Pradesh,1059000,563000,968.7,159697200,328290,1.296
Groundnut,2012,Rabi       ,Andhra Pradesh,286000,549000,968.7,43128800,88660,2.015238095
Horse-gram,2012,Kharif     ,Andhra Pradesh,5000,3000,968.7,754000,1550,0.556666667
Horse-gram,2012,Rabi       ,Andhra Pradesh,27000,16000,968.7,4071600,8370,0.566666667
Jowar,2012,Kharif     ,Andhra Pradesh,103000,161000,968.7,15532400,31930,1.567272727
Jowar,2012,Rabi       ,Andhra Pradesh,184000,381000,968.7,27747200,57040,1.562857143
Linseed,2012,Kharif     ,Andhra Pradesh,422,203,968.7,63637.6,130.82,0.455
Maize,2012,Kharif     ,Andhra Pradesh,565000,2341000,968.7,85202000,175150,4.040952381
Maize,2012,Rabi       ,Andhra Pradesh,407000,2513000,968.7,61375600,126170,6.119545455
Mesta,2012,Kharif     ,Andhra Pradesh,15000,126000,968.7,2262000,4650,7.125
Moong(Green Gram),2012,Kharif     ,Andhra Pradesh,151000,107000,968.7,22770800,46810,0.554736842
Moong(Green Gram),2012,Rabi       ,Andhra Pradesh,127000,87000,968.7,19151600,39370,0.768666667
Niger seed,2012,Rabi       ,Andhra Pradesh,8273,5813,968.7,1247568.4,2564.63,0.63
Onion,2012,Kharif     ,Andhra Pradesh,25000,450000,968.7,3770000,7750,15.35285714
Onion,2012,Rabi       ,Andhra Pradesh,14000,386000,968.7,2111200,4340,25.34375
Other  Rabi pulses,2012,Rabi       ,Andhra Pradesh,6590,4021,968.7,993772,2042.9,0.983333333
Other Kharif pulses,2012,Kharif     ,Andhra Pradesh,2929,1923,968.7,441693.2,907.99,0.6075
Potato,2012,Kharif     ,Andhra Pradesh,267,4093,968.7,40263.6,82.77,16.335
Potato,2012,Rabi       ,Andhra Pradesh,934,14306,968.7,140847.2,289.54,17.176
Ragi,2012,Kharif     ,Andhra Pradesh,36000,38000,968.7,5428800,11160,1.207142857
Ragi,2012,Rabi       ,Andhra Pradesh,5000,6000,968.7,754000,1550,1.2
Rapeseed &Mustard,2012,Rabi       ,Andhra Pradesh,3522,1530,968.7,531117.6,1091.82,0.4525
Rice,2012,Kharif     ,Andhra Pradesh,2487000,7167000,968.7,375039600,770970,2.969545455
Rice,2012,Rabi       ,Andhra Pradesh,1141000,4344000,968.7,172062800,353710,3.243636364
Safflower,2012,Rabi       ,Andhra Pradesh,276,172,968.7,41620.8,85.56,1.256666667
Sesamum,2012,Kharif     ,Andhra Pradesh,25000,6000,968.7,3770000,7750,0.2
Sesamum,2012,Rabi       ,Andhra Pradesh,41000,15000,968.7,6182800,12710,0.283846154
Small millets,2012,Kharif     ,Andhra Pradesh,36000,35000,968.7,5428800,11160,1.283333333
Small millets,2012,Rabi       ,Andhra Pradesh,2000,1000,968.7,301600,620,0.5
Soyabean,2012,Kharif     ,Andhra Pradesh,1317,2393,968.7,198603.6,408.27,1.793333333
Soyabean,2012,Rabi       ,Andhra Pradesh,81,147,968.7,12214.8,25.11,1.816666667
Sugarcane,2012,Whole Year ,Andhra Pradesh,196000,15448000,968.7,29556800,60760,81.79941176
Sunflower,2012,Kharif     ,Andhra Pradesh,19000,14000,968.7,2865200,5890,0.763333333
Sunflower,2012,Rabi       ,Andhra Pradesh,123000,87000,968.7,18548400,38130,0.758333333
Sweet potato,2012,Kharif     ,Andhra Pradesh,131,1341,968.7,19754.8,40.61,10.002
Sweet potato,2012,Rabi       ,Andhra Pradesh,650,6257,968.7,98020,201.5,9.615454545
Tapioca,2012,Kharif     ,Andhra Pradesh,11619,213952,968.7,1752145.2,3601.89,18.414
Tobacco,2012,Kharif     ,Andhra Pradesh,18006,151392,968.7,2715304.8,5581.86,8.578461538
Tobacco,2012,Rabi       ,Andhra Pradesh,56,286,968.7,8444.8,17.36,5.255
Tobacco,2012,Whole Year ,Andhra Pradesh,134000,265000,968.7,20207200,41540,2.56
Urad,2012,Kharif     ,Andhra Pradesh,57000,51000,968.7,8595600,17670,0.830666667
Urad,2012,Rabi       ,Andhra Pradesh,387000,321000,968.7,58359600,119970,0.693333333
Wheat,2012,Rabi       ,Andhra Pradesh,8000,9000,968.7,1206400,2480,1.25
Arecanut,2012,Rabi       ,Assam,67327,88999,2167.5,10152911.6,20871.37,1.557037037
Arhar/Tur,2012,Kharif     ,Assam,5958,4937,2167.5,898466.4,1846.98,0.81962963
Banana,2012,Whole Year ,Assam,47063,763234,2167.5,7097100.4,14589.53,15.99074074
Black pepper,2012,Whole Year ,Assam,3531,5541,2167.5,532474.8,1094.61,1.682962963
Castor seed,2012,Kharif     ,Assam,902,492,2167.5,136021.6,279.62,0.5436
Coconut ,2012,Whole Year ,Assam,20233,136640000,2167.5,3051136.4,6272.23,6245.638519
Cotton(lint),2012,Kharif     ,Assam,1802,863,2167.5,271741.6,558.62,0.489583333
Dry chillies,2012,Whole Year ,Assam,18974,14765,2167.5,2861279.2,5881.94,0.746666667
Ginger,2012,Whole Year ,Assam,16718,132305,2167.5,2521074.4,5182.58,7.902962963
Gram,2012,Rabi       ,Assam,1742,966,2167.5,262693.6,540.02,0.590740741
Jute,2012,Kharif     ,Assam,65092,557990,2167.5,9815873.6,20178.52,8.367777778
Linseed,2012,Rabi       ,Assam,6466,3827,2167.5,975072.8,2004.46,0.564
Maize,2012,Kharif     ,Assam,23695,21258,2167.5,3573206,7345.45,0.771481481
Masoor,2012,Rabi       ,Assam,28923,16731,2167.5,4361588.4,8966.13,0.5748
Mesta,2012,Kharif     ,Assam,4479,25096,2167.5,675433.2,1388.49,5.216923077
Moong(Green Gram),2012,Rabi       ,Assam,10052,5953,2167.5,1515841.6,3116.12,0.565185185
Niger seed,2012,Kharif     ,Assam,7669,4059,2167.5,1156485.2,2377.39,0.572608696
Onion,2012,Whole Year ,Assam,7099,25893,2167.5,1070529.2,2200.69,3.265185185
Peas & beans (Pulses),2012,Rabi       ,Assam,30952,19821,2167.5,4667561.6,9595.12,0.654814815
Potato,2012,Whole Year ,Assam,95436,708632,2167.5,14391748.8,29585.16,7.105555556
Rapeseed &Mustard,2012,Rabi       ,Assam,279496,170382,2167.5,42147996.8,86643.76,0.564814815
Rice,2012,Autumn     ,Assam,238178,308745,2167.5,35917242.4,73835.18,1.291481481
Rice,2012,Summer     ,Assam,389140,1155877,2167.5,58682312,120633.4,2.7724
Rice,2012,Winter     ,Assam,1857410,3655430,2167.5,280097428,575797.1,1.968888889
Sesamum,2012,Kharif     ,Assam,11413,8012,2167.5,1721080.4,3538.03,0.629259259
Small millets,2012,Kharif     ,Assam,4429,2200,2167.5,667893.2,1372.99,0.537307692
Sugarcane,2012,Whole Year ,Assam,28871,1028161,2167.5,4353746.8,8950.01,35.72222222
Sweet potato,2012,Whole Year ,Assam,6277,25955,2167.5,946571.6,1945.87,4.54037037
Tapioca,2012,Whole Year ,Assam,3866,31306,2167.5,582992.8,1198.46,8.665555556
Tobacco,2012,Whole Year ,Assam,278,148,2167.5,41922.4,86.18,0.58952381
Turmeric,2012,Whole Year ,Assam,16309,15583,2167.5,2459397.2,5055.79,0.928888889
Urad,2012,Rabi       ,Assam,48527,26735,2167.5,7317871.6,15043.37,0.546666667
Wheat,2012,Rabi       ,Assam,33984,44190,2167.5,5124787.2,10535.04,1.2508
Arecanut,2012,Whole Year ,Karnataka,221337,1776427,956.2,33377619.6,68614.47,8.184
Arhar/Tur,2012,Kharif     ,Karnataka,659742,467109,956.2,99489093.6,204520.02,0.573333333
Bajra,2012,Kharif     ,Karnataka,274615,285157,956.2,41411942,85130.65,0.986190476
Black pepper,2012,Whole Year ,Karnataka,26837,76040,956.2,4047019.6,8319.47,2.986
Cardamom,2012,Whole Year ,Karnataka,19286,1578,956.2,2908328.8,5978.66,0.093333333
Cashewnut,2012,Whole Year ,Karnataka,63404,51026,956.2,9561323.2,19655.24,0.85
Castor seed,2012,Kharif     ,Karnataka,11462,7142,956.2,1728469.6,3553.22,0.658095238
Coconut ,2012,Whole Year ,Karnataka,441048,4342441000,956.2,66510038.4,136724.88,9923.938333
Coriander,2012,Whole Year ,Karnataka,4219,1667,956.2,636225.2,1307.89,0.401304348
Cotton(lint),2012,Kharif     ,Karnataka,446810,1026068,956.2,67378948,138511.1,2.051304348
Cotton(lint),2012,Rabi       ,Karnataka,48405,59666,956.2,7299474,15005.55,1.118
Cotton(lint),2012,Summer     ,Karnataka,1810,5017,956.2,272948,561.1,2.77375
Cowpea(Lobia),2012,Kharif     ,Karnataka,64825,17765,956.2,9775610,20095.75,0.36962963
Cowpea(Lobia),2012,Rabi       ,Karnataka,7192,2396,956.2,1084553.6,2229.52,0.332272727
Cowpea(Lobia),2012,Summer     ,Karnataka,6937,2498,956.2,1046099.6,2150.47,0.366956522
Dry chillies,2012,Kharif     ,Karnataka,51284,47005,956.2,7733627.2,15898.04,1.012857143
Dry chillies,2012,Rabi       ,Karnataka,5430,14836,956.2,818844,1683.3,2.660769231
Dry chillies,2012,Summer     ,Karnataka,5057,14294,956.2,762595.6,1567.67,2.784
Garlic,2012,Whole Year ,Karnataka,4238,5531,956.2,639090.4,1313.78,1.385625
Ginger,2012,Whole Year ,Karnataka,16513,526093,956.2,2490160.4,5119.03,31.67157895
Gram,2012,Rabi       ,Karnataka,969072,623101,956.2,146136057.6,300412.32,0.596538462
Groundnut,2012,Kharif     ,Karnataka,404646,227389,956.2,61020616.8,125440.26,0.604642857
Groundnut,2012,Rabi       ,Karnataka,18818,31805,956.2,2837754.4,5833.58,1.695
Groundnut,2012,Summer     ,Karnataka,165406,135976,956.2,24943224.8,51275.86,0.887826087
Horse-gram,2012,Kharif     ,Karnataka,63877,25984,956.2,9632651.6,19801.87,0.419230769
Horse-gram,2012,Rabi       ,Karnataka,135973,51933,956.2,20504728.4,42151.63,0.368518519
Jowar,2012,Kharif     ,Karnataka,158054,193564,956.2,23834543.2,48996.74,1.152173913
Jowar,2012,Rabi       ,Karnataka,1097473,1107363,956.2,165498928.4,340216.63,0.87047619
Jowar,2012,Summer     ,Karnataka,8361,13771,956.2,1260838.8,2591.91,1.6
Linseed,2012,Rabi       ,Karnataka,6882,1206,956.2,1037805.6,2133.42,0.207142857
Maize,2012,Kharif     ,Karnataka,1161644,2978477,956.2,175175915.2,360109.64,2.741071429
Maize,2012,Rabi       ,Karnataka,127577,386114,956.2,19238611.6,39548.87,3.155185185
Maize,2012,Summer     ,Karnataka,32413,111382,956.2,4887880.4,10048.03,3.439666667
Mesta,2012,Whole Year ,Karnataka,713,871,956.2,107520.4,221.03,1.242
Moong(Green Gram),2012,Kharif     ,Karnataka,169271,51289,956.2,25526066.8,52474.01,0.200833333
Moong(Green Gram),2012,Rabi       ,Karnataka,4868,1140,956.2,734094.4,1509.08,0.211818182
Niger seed,2012,Kharif     ,Karnataka,11639,2791,956.2,1755161.2,3608.09,0.2492
Onion,2012,Kharif     ,Karnataka,67739,359625,956.2,10215041.2,20999.09,5.5388
Onion,2012,Rabi       ,Karnataka,12087,79118,956.2,1822719.6,3746.97,7.056666667
Onion,2012,Summer     ,Karnataka,3543,20096,956.2,534284.4,1098.33,5.650952381
Other  Rabi pulses,2012,Rabi       ,Karnataka,4843,2218,956.2,730324.4,1501.33,0.46
Other Kharif pulses,2012,Kharif     ,Karnataka,64785,60710,956.2,9769578,20083.35,0.861538462
Potato,2012,Kharif     ,Karnataka,27314,174423,956.2,4118951.2,8467.34,7.302
Potato,2012,Rabi       ,Karnataka,6843,116214,956.2,1031924.4,2121.33,16.72363636
Potato,2012,Summer     ,Karnataka,729,15896,956.2,109933.2,225.99,21.82333333
Ragi,2012,Kharif     ,Karnataka,603184,913852,956.2,90960147.2,186987.04,1.36952381
Ragi,2012,Rabi       ,Karnataka,36638,52791,956.2,5525010.4,11357.78,1.404375
Ragi,2012,Summer     ,Karnataka,5239,7846,956.2,790041.2,1624.09,1.525
Rapeseed &Mustard,2012,Kharif     ,Karnataka,2201,650,956.2,331910.8,682.31,0.271538462
Rice,2012,Kharif     ,Karnataka,1048427,2667359,956.2,158102791.6,325012.37,2.418333333
Rice,2012,Rabi       ,Karnataka,45326,109309,956.2,6835160.8,14051.06,2.394615385
Rice,2012,Summer     ,Karnataka,185162,587711,956.2,27922429.6,57400.22,2.747777778
Safflower,2012,Rabi       ,Karnataka,48296,30320,956.2,7283036.8,14971.76,0.573571429
Sannhamp,2012,Whole Year ,Karnataka,258,64,956.2,38906.4,79.98,0.2375
Sesamum,2012,Kharif     ,Karnataka,41001,13264,956.2,6182950.8,12710.31,0.3072
Small millets,2012,Kharif     ,Karnataka,21919,8426,956.2,3305385.2,6794.89,0.368421053
Soyabean,2012,Kharif     ,Karnataka,169509,177805,956.2,25561957.2,52547.79,0.878888889
Sugarcane,2012,Whole Year ,Karnataka,425393,35510714,956.2,64149264.4,131871.83,83.30689655
Sunflower,2012,Kharif     ,Karnataka,210992,106890,956.2,31817593.6,65407.52,0.508846154
Sunflower,2012,Rabi       ,Karnataka,278912,138485,956.2,42059929.6,86462.72,0.575714286
Sunflower,2012,Summer     ,Karnataka,20178,20173,956.2,3042842.4,6255.18,1.010952381
Sweet potato,2012,Whole Year ,Karnataka,3450,53516,956.2,520260,1069.5,14.994375
Tapioca,2012,Whole Year ,Karnataka,892,9424,956.2,134513.6,276.52,10.38090909
Tobacco,2012,Whole Year ,Karnataka,106446,66656,956.2,16052056.8,32998.26,0.662727273
Turmeric,2012,Whole Year ,Karnataka,19688,92405,956.2,2968950.4,6103.28,4.742173913
Urad,2012,Kharif     ,Karnataka,102636,49448,956.2,15477508.8,31817.16,0.3365
Urad,2012,Rabi       ,Karnataka,5376,2791,956.2,810700.8,1666.56,0.609090909
Wheat,2012,Rabi       ,Karnataka,225274,178871,956.2,33971319.2,69834.94,0.846428571
Arecanut,2012,Whole Year ,Kerala,101775,118233,2187.6,15347670,31550.25,0.895714286
Arhar/Tur,2012,Whole Year ,Kerala,1186,1892,2187.6,178848.8,367.66,1.496
Banana,2012,Whole Year ,Kerala,61011,515607,2187.6,9200458.8,18913.41,8.320714286
Black pepper,2012,Whole Year ,Kerala,84707,46298,2187.6,12773815.6,26259.17,0.391428571
Cardamom,2012,Whole Year ,Kerala,41600,10222,2187.6,6273280,12896,0.075555556
Cashewnut,2012,Whole Year ,Kerala,52086,37919,2187.6,7854568.8,16146.66,0.390714286
Coconut ,2012,Whole Year ,Kerala,798162,5799000000,2187.6,120362829.6,247430.22,6706.261429
Cowpea(Lobia),2012,Whole Year ,Kerala,1085,0,2187.6,163618,336.35,0
Garlic,2012,Whole Year ,Kerala,72,658,2187.6,10857.6,22.32,9.14
Ginger,2012,Whole Year ,Kerala,4505,22064,2187.6,679354,1396.55,3.365714286
Groundnut,2012,Whole Year ,Kerala,784,976,2187.6,118227.2,243.04,1.24
Horse-gram,2012,Whole Year ,Kerala,105,0,2187.6,15834,32.55,0
Jowar,2012,Whole Year ,Kerala,148,116,2187.6,22318.4,45.88,0.87
Maize,2012,Whole Year ,Kerala,180,15,2187.6,27144,55.8,0.535
Moong(Green Gram),2012,Whole Year ,Kerala,101,0,2187.6,15230.8,31.31,0
Onion,2012,Whole Year ,Kerala,40,0,2187.6,6032,12.4,0
Potato,2012,Whole Year ,Kerala,975,19050,2187.6,147030,302.25,18.905
Ragi,2012,Whole Year ,Kerala,113,123,2187.6,17040.4,35.03,0.55
Rice,2012,Autumn     ,Kerala,63232,161083,2187.6,9535385.6,19601.92,2.41
Rice,2012,Summer     ,Kerala,47294,134609,2187.6,7131935.2,14661.14,2.482142857
Rice,2012,Winter     ,Kerala,86751,212607,2187.6,13082050.8,26892.81,2.355
Sesamum,2012,Whole Year ,Kerala,260,98,2187.6,39208,80.6,0.34375
Sesamum,2012,Winter     ,Kerala,260,98,2187.6,39208,80.6,0.34375
Small millets,2012,Whole Year ,Kerala,62,61,2187.6,9349.6,19.22,0.98
Soyabean,2012,Whole Year ,Kerala,7,10,2187.6,1055.6,2.17,1.43
Sugarcane,2012,Whole Year ,Kerala,1742,165720,2187.6,262693.6,540.02,48.69090909
Sweet potato,2012,Whole Year ,Kerala,282,4780,2187.6,42525.6,87.42,13.72230769
Tapioca,2012,Whole Year ,Kerala,69586,2458515,2187.6,10493568.8,21571.66,35.29428571
Tobacco,2012,Whole Year ,Kerala,13,23,2187.6,1960.4,4.03,1.77
Turmeric,2012,Whole Year ,Kerala,2628,6904,2187.6,396302.4,814.68,2.421428571
Urad,2012,Whole Year ,Kerala,265,0,2187.6,39962,82.15,0
Wheat,2012,Whole Year ,Kerala,1,0,2187.6,150.8,0.31,0
Arecanut,2012,Whole Year ,Meghalaya,16062,23331,2945.3,2422149.6,4979.22,1.262857143
Arhar/Tur,2012,Kharif     ,Meghalaya,1136,1390,2945.3,171308.8,352.16,1.003333333
Banana,2012,Kharif     ,Meghalaya,6992,84613,2945.3,1054393.6,2167.52,10.55571429
Black pepper,2012,Whole Year ,Meghalaya,950,665,2945.3,143260,294.5,0.697142857
Cashewnut,2012,Whole Year ,Meghalaya,9047,16764,2945.3,1364287.6,2804.57,1.53
Castor seed,2012,Kharif     ,Meghalaya,60,45,2945.3,9048,18.6,0.926666667
Cotton(lint),2012,Kharif     ,Meghalaya,7250,8359,2945.3,1093300,2247.5,1.126666667
Dry chillies,2012,Whole Year ,Meghalaya,2033,1659,2945.3,306576.4,630.23,1.092857143
Ginger,2012,Kharif     ,Meghalaya,9587,60149,2945.3,1445719.6,2971.97,7.545714286
Gram,2012,Rabi       ,Meghalaya,1800,1755,2945.3,271440,558,0.976666667
Jute,2012,Kharif     ,Meghalaya,6380,63800,2945.3,962104,1977.8,8.833333333
Linseed,2012,Rabi       ,Meghalaya,88,46,2945.3,13270.4,27.28,0.52
Maize,2012,Whole Year ,Meghalaya,18015,38732,2945.3,2716662,5584.65,2.2
Mesta,2012,Kharif     ,Meghalaya,4435,25871,2945.3,668798,1374.85,6.01
Peas & beans (Pulses),2012,Rabi       ,Meghalaya,2190,4064,2945.3,330252,678.9,1.868571429
Potato,2012,Whole Year ,Meghalaya,18139,172955,2945.3,2735361.2,5623.09,7.585714286
Rapeseed &Mustard,2012,Rabi       ,Meghalaya,9750,9116,2945.3,1470300,3022.5,0.862857143
Rice,2012,Autumn     ,Meghalaya,33000,66000,2945.3,4976400,10230,2.232857143
Rice,2012,Rabi       ,Meghalaya,13267,56786,2945.3,2000663.6,4112.77,2.13
Rice,2012,Winter     ,Meghalaya,63484,142867,2945.3,9573387.2,19680.04,2.118571429
Sesamum,2012,Kharif     ,Meghalaya,2200,1859,2945.3,331760,682,0.931666667
Small millets,2012,Rabi       ,Meghalaya,2805,2430,2945.3,422994,869.55,1.041428571
Soyabean,2012,Kharif     ,Meghalaya,1589,2912,2945.3,239621.2,492.59,1.94
Sugarcane,2012,Whole Year ,Meghalaya,95,280,2945.3,14326,29.45,2.72
Sweet potato,2012,Kharif     ,Meghalaya,4438,15063,2945.3,669250.4,1375.78,3.745714286
Tapioca,2012,Kharif     ,Meghalaya,4983,29749,2945.3,751436.4,1544.73,6.795714286
Tobacco,2012,Rabi       ,Meghalaya,775,717,2945.3,116870,240.25,1.0175
Turmeric,2012,Whole Year ,Meghalaya,2208,12831,2945.3,332966.4,684.48,5.747142857
Wheat,2012,Rabi       ,Meghalaya,406,742,2945.3,61224.8,125.86,1.356666667
Arecanut,2013,Kharif     ,Andhra Pradesh,476,255,1062.3,68777.24,128.52,1.705
Arhar/Tur,2013,Kharif     ,Andhra Pradesh,182826,102954,1062.3,26416528.74,49363.02,0.696923077
Arhar/Tur,2013,Rabi       ,Andhra Pradesh,1298,1003,1062.3,187548.02,350.46,0.736
Bajra,2013,Kharif     ,Andhra Pradesh,46930,77599,1062.3,6780915.7,12671.1,1.621818182
Bajra,2013,Rabi       ,Andhra Pradesh,2297,4256,1062.3,331893.53,620.19,1.78
Banana,2013,Whole Year ,Andhra Pradesh,60626,1888161,1062.3,8759850.74,16369.02,31.62769231
Black pepper,2013,Kharif     ,Andhra Pradesh,4,3,1062.3,577.96,1.08,0.75
Cashewnut,2013,Kharif     ,Andhra Pradesh,120012,37820,1062.3,17340533.88,32403.24,0.3225
Castor seed,2013,Kharif     ,Andhra Pradesh,47592,24827,1062.3,6876568.08,12849.84,0.737777778
Castor seed,2013,Rabi       ,Andhra Pradesh,1291,956,1062.3,186536.59,348.57,0.74
Coconut ,2013,Whole Year ,Andhra Pradesh,99066,1610007000,1062.3,14314046.34,26747.82,13712.57308
Coriander,2013,Kharif     ,Andhra Pradesh,517,333,1062.3,74701.33,139.59,0.62
Coriander,2013,Rabi       ,Andhra Pradesh,7934,4685,1062.3,1146383.66,2142.18,0.668
Cotton(lint),2013,Kharif     ,Andhra Pradesh,671459,2175683,1062.3,97019110.91,181293.93,2.623846154
Cotton(lint),2013,Rabi       ,Andhra Pradesh,5155,12281,1062.3,744845.95,1391.85,2.531666667
Cowpea(Lobia),2013,Kharif     ,Andhra Pradesh,3720,1617,1062.3,537502.8,1004.4,0.45625
Cowpea(Lobia),2013,Rabi       ,Andhra Pradesh,8403,7244,1062.3,1214149.47,2268.81,0.787777778
Dry chillies,2013,Kharif     ,Andhra Pradesh,112924,521588,1062.3,16316388.76,30489.48,4.287272727
Dry chillies,2013,Rabi       ,Andhra Pradesh,18392,80405,1062.3,2657460.08,4965.84,3.246153846
Ginger,2013,Kharif     ,Andhra Pradesh,358,1369,1062.3,51727.42,96.66,5.35
Gram,2013,Rabi       ,Andhra Pradesh,472380,648031,1062.3,68254186.2,127542.6,1.639090909
Groundnut,2013,Kharif     ,Andhra Pradesh,1085991,680825,1062.3,156914839.6,293217.57,1.493076923
Groundnut,2013,Rabi       ,Andhra Pradesh,90386,200486,1062.3,13059873.14,24404.22,2.412307692
Horse-gram,2013,Kharif     ,Andhra Pradesh,8768,5120,1062.3,1266888.32,2367.36,0.58125
Horse-gram,2013,Rabi       ,Andhra Pradesh,19438,9743,1062.3,2808596.62,5248.26,0.4925
